decision_id,timestamp,actor_type,actor_id,entity_type,entity_id,event_sequence,journey_type,journey_instance_id,journey_state
54452,2023-03-19 11:24:38,customer,CUST_002699,,,58101,shopping,inst_09411,considering
54494,2023-03-20 10:26:50,customer,CUST_000053,,,58152,shopping,inst_09460,browsing
54499,2023-03-20 18:49:14,customer,CUST_000072,,,58157,shopping,inst_09461,browsing
54503,2023-03-20 20:10:41,customer,CUST_000471,,,58161,shopping,inst_09463,browsing
54506,2023-03-20 20:27:56,customer,CUST_000471,,,58164,shopping,inst_09463,considering
54510,2023-03-20 19:14:26,customer,CUST_000571,,,58168,shopping,inst_09465,considering
54511,2023-03-20 19:19:26,customer,CUST_000571,,,58169,shopping,inst_09465,checkout
54516,2023-03-20 15:19:49,customer,CUST_000609,,,58175,shopping,inst_09466,browsing
54519,2023-03-20 20:16:47,customer,CUST_000648,,,58178,shopping,inst_09467,browsing
54520,2023-03-20 20:23:54,customer,CUST_000648,,,58179,shopping,inst_09467,browsing
54524,2023-03-20 17:49:12,customer,CUST_000754,,,58183,shopping,inst_09468,browsing
54529,2023-03-20 10:19:11,customer,CUST_000969,,,58188,shopping,inst_09470,browsing
54532,2023-03-20 20:16:57,customer,CUST_001016,,,58191,shopping,inst_09471,browsing
54534,2023-03-20 20:19:57,customer,CUST_001016,,,58193,shopping,inst_09471,considering
54536,2023-03-20 19:08:51,customer,CUST_001222,,,58195,shopping,inst_09472,browsing
54538,2023-03-20 19:11:51,customer,CUST_001222,,,58197,shopping,inst_09472,browsing
54541,2023-03-20 22:55:29,customer,CUST_001253,,,58200,shopping,inst_09473,browsing
54543,2023-03-20 12:15:08,customer,CUST_001553,,,58202,shopping,inst_09474,browsing
54545,2023-03-20 12:19:41,customer,CUST_001553,,,58204,shopping,inst_09474,browsing
54548,2023-03-20 12:22:41,customer,CUST_001553,,,58207,shopping,inst_09474,browsing
54551,2023-03-20 12:25:41,customer,CUST_001553,,,58210,shopping,inst_09474,browsing
54554,2023-03-20 12:28:41,customer,CUST_001553,,,58213,shopping,inst_09474,browsing
54557,2023-03-20 09:54:46,customer,CUST_001566,,,58216,shopping,inst_09475,considering
54562,2023-03-20 20:00:14,customer,CUST_001593,,,58221,shopping,inst_09476,considering
54563,2023-03-20 20:06:21,customer,CUST_001593,,,58222,shopping,inst_09476,checkout
54565,2023-03-20 20:08:21,customer,CUST_001593,,,58225,shopping,inst_09476,purchased
54568,2023-03-20 20:35:54,customer,CUST_001663,,,58228,shopping,inst_09477,browsing
54571,2023-03-20 20:38:54,customer,CUST_001663,,,58231,shopping,inst_09477,browsing
54573,2023-03-20 20:41:54,customer,CUST_001663,,,58233,shopping,inst_09477,browsing
54578,2023-03-20 09:42:14,customer,CUST_001702,,,58238,shopping,inst_09478,browsing
54580,2023-03-20 09:45:56,customer,CUST_001702,,,58240,shopping,inst_09478,browsing
54584,2023-03-20 12:19:42,customer,CUST_001866,,,58244,shopping,inst_09479,browsing
54588,2023-03-20 14:43:32,customer,CUST_002056,,,58248,shopping,inst_09481,browsing
54591,2023-03-20 14:46:32,customer,CUST_002056,,,58251,shopping,inst_09481,browsing
54593,2023-03-20 20:07:40,customer,CUST_002079,,,58253,shopping,inst_09482,browsing
54594,2023-03-20 20:11:04,customer,CUST_002079,,,58254,shopping,inst_09482,considering
54600,2023-03-20 18:57:59,customer,CUST_002272,,,58260,shopping,inst_09483,browsing
54603,2023-03-20 19:00:59,customer,CUST_002272,,,58263,shopping,inst_09483,browsing
54605,2023-03-20 19:06:39,customer,CUST_002272,,,58265,shopping,inst_09483,considering
54609,2023-03-20 19:18:11,customer,CUST_002272,,,58269,shopping,inst_09483,checkout
54611,2023-03-20 19:20:11,customer,CUST_002272,,,58271,shopping,inst_09483,purchased
54614,2023-03-20 12:30:56,customer,CUST_002299,,,58274,shopping,inst_09484,browsing
54616,2023-03-20 12:33:56,customer,CUST_002299,,,58276,shopping,inst_09484,browsing
54618,2023-03-20 12:36:56,customer,CUST_002299,,,58278,shopping,inst_09484,browsing
54619,2023-03-20 12:41:11,customer,CUST_002299,,,58279,shopping,inst_09484,considering
54621,2023-03-20 12:46:11,customer,CUST_002299,,,58281,shopping,inst_09484,checkout
54623,2023-03-20 12:48:11,customer,CUST_002299,,,58283,shopping,inst_09484,purchased
54625,2023-03-20 13:45:52,customer,CUST_002387,,,58285,shopping,inst_09485,browsing
54630,2023-03-20 21:55:06,customer,CUST_002542,,,58290,shopping,inst_09487,browsing
54632,2023-03-20 22:00:52,customer,CUST_002542,,,58292,shopping,inst_09487,considering
54633,2023-03-20 22:05:52,customer,CUST_002542,,,58293,shopping,inst_09487,checkout
54636,2023-03-20 20:44:18,customer,CUST_002700,,,58297,shopping,inst_09451,browsing
54638,2023-03-20 20:47:18,customer,CUST_002700,,,58299,shopping,inst_09451,browsing
54642,2023-03-20 20:26:56,customer,CUST_002702,,,58303,shopping,inst_09453,browsing
54644,2023-03-20 20:29:56,customer,CUST_002702,,,58305,shopping,inst_09453,browsing
54646,2023-03-20 20:32:56,customer,CUST_002702,,,58307,shopping,inst_09453,browsing
54649,2023-03-20 20:35:56,customer,CUST_002702,,,58310,shopping,inst_09453,browsing
54652,2023-03-20 20:41:58,customer,CUST_002702,,,58313,shopping,inst_09453,browsing
54655,2023-03-20 21:04:54,customer,CUST_002702,,,58316,shopping,inst_09453,considering
54662,2023-03-20 21:26:48,customer,CUST_002705,,,58323,shopping,inst_09456,considering
54665,2023-03-20 21:33:24,customer,CUST_002705,,,58326,shopping,inst_09456,checkout
54667,2023-03-20 21:36:15,customer,CUST_002705,,,58329,shopping,inst_09456,purchased
54670,2023-03-20 10:56:08,customer,CUST_002707,,,58332,shopping,inst_09458,browsing
54673,2023-03-20 11:04:28,customer,CUST_002707,,,58335,shopping,inst_09458,considering
54716,2023-03-21 15:55:26,customer,CUST_000147,,,58384,shopping,inst_09495,browsing
54719,2023-03-21 15:58:26,customer,CUST_000147,,,58387,shopping,inst_09495,browsing
54721,2023-03-21 16:01:26,customer,CUST_000147,,,58389,shopping,inst_09495,browsing
54725,2023-03-21 19:46:11,customer,CUST_000206,,,58393,shopping,inst_09497,browsing
54727,2023-03-21 19:49:11,customer,CUST_000206,,,58395,shopping,inst_09497,browsing
54729,2023-03-21 19:52:11,customer,CUST_000206,,,58397,shopping,inst_09497,browsing
54735,2023-03-21 10:59:13,customer,CUST_000283,,,58403,shopping,inst_09499,considering
54741,2023-03-21 18:08:19,customer,CUST_000338,,,58409,shopping,inst_09500,considering
54743,2023-03-21 18:15:44,customer,CUST_000338,,,58411,shopping,inst_09500,checkout
54748,2023-03-21 12:05:00,customer,CUST_000368,,,58417,shopping,inst_09501,browsing
54749,2023-03-21 12:08:00,customer,CUST_000368,,,58418,shopping,inst_09501,considering
54751,2023-03-21 15:07:04,customer,CUST_000463,,,58420,shopping,inst_09502,browsing
54758,2023-03-21 15:00:17,customer,CUST_000742,,,58427,shopping,inst_09506,browsing
54760,2023-03-21 15:05:03,customer,CUST_000742,,,58429,shopping,inst_09506,browsing
54761,2023-03-21 15:08:03,customer,CUST_000742,,,58430,shopping,inst_09506,browsing
54764,2023-03-21 15:12:34,customer,CUST_000742,,,58433,shopping,inst_09506,browsing
54768,2023-03-21 20:29:22,customer,CUST_000754,,,58437,shopping,inst_09507,browsing
54771,2023-03-21 20:34:50,customer,CUST_000754,,,58440,shopping,inst_09507,browsing
54773,2023-03-21 20:37:50,customer,CUST_000754,,,58442,shopping,inst_09507,considering
54776,2023-03-21 19:02:03,customer,CUST_000944,,,58445,shopping,inst_09508,browsing
54778,2023-03-21 19:05:03,customer,CUST_000944,,,58447,shopping,inst_09508,browsing
54780,2023-03-21 19:08:03,customer,CUST_000944,,,58449,shopping,inst_09508,browsing
54783,2023-03-21 19:15:46,customer,CUST_000944,,,58452,shopping,inst_09508,considering
54787,2023-03-21 19:11:28,customer,CUST_001043,,,58456,shopping,inst_09509,browsing
54789,2023-03-21 19:14:28,customer,CUST_001043,,,58458,shopping,inst_09509,browsing
54791,2023-03-21 19:18:35,customer,CUST_001043,,,58460,shopping,inst_09509,browsing
54795,2023-03-21 20:19:11,customer,CUST_001222,,,58464,shopping,inst_09510,browsing
54798,2023-03-21 20:22:11,customer,CUST_001222,,,58467,shopping,inst_09510,browsing
54799,2023-03-21 20:25:11,customer,CUST_001222,,,58468,shopping,inst_09510,browsing
54801,2023-03-21 20:29:48,customer,CUST_001222,,,58470,shopping,inst_09510,considering
54804,2023-03-21 15:43:08,customer,CUST_001228,,,58473,shopping,inst_09511,browsing
54807,2023-03-21 15:46:25,customer,CUST_001228,,,58476,shopping,inst_09511,browsing
54810,2023-03-21 15:49:25,customer,CUST_001228,,,58479,shopping,inst_09511,considering
54811,2023-03-21 15:54:25,customer,CUST_001228,,,58480,shopping,inst_09511,checkout
54819,2023-03-21 15:04:59,customer,CUST_001663,,,58489,shopping,inst_09514,browsing
54824,2023-03-21 20:28:51,customer,CUST_001874,,,58494,shopping,inst_09517,browsing
54827,2023-03-21 20:31:51,customer,CUST_001874,,,58497,shopping,inst_09517,browsing
54829,2023-03-21 20:34:51,customer,CUST_001874,,,58499,shopping,inst_09517,browsing
54831,2023-03-21 10:18:28,customer,CUST_002056,,,58501,shopping,inst_09518,browsing
54837,2023-03-21 15:04:36,customer,CUST_002315,,,58507,shopping,inst_09520,considering
54849,2023-03-21 18:53:24,customer,CUST_002712,,,58519,shopping,inst_09491,browsing
54854,2023-03-21 10:47:35,customer,CUST_002714,,,58524,shopping,inst_09493,browsing
54856,2023-03-21 10:50:35,customer,CUST_002714,,,58526,shopping,inst_09493,browsing
54858,2023-03-21 10:53:35,customer,CUST_002714,,,58528,shopping,inst_09493,browsing
54860,2023-03-21 10:56:35,customer,CUST_002714,,,58530,shopping,inst_09493,browsing
54917,2023-03-22 09:28:49,customer,CUST_000147,,,58593,shopping,inst_09533,browsing
54920,2023-03-22 09:36:02,customer,CUST_000147,,,58596,shopping,inst_09533,considering
54923,2023-03-22 17:23:58,customer,CUST_000283,,,58599,shopping,inst_09534,browsing
54925,2023-03-22 17:32:03,customer,CUST_000283,,,58601,shopping,inst_09534,browsing
54928,2023-03-22 17:35:03,customer,CUST_000283,,,58604,shopping,inst_09534,browsing
54931,2023-03-22 17:38:03,customer,CUST_000283,,,58607,shopping,inst_09534,browsing
54933,2023-03-22 17:43:11,customer,CUST_000283,,,58609,shopping,inst_09534,considering
54937,2023-03-22 14:32:34,customer,CUST_000305,,,58613,shopping,inst_09536,browsing
54940,2023-03-22 14:37:27,customer,CUST_000305,,,58616,shopping,inst_09536,browsing
54942,2023-03-22 14:40:27,customer,CUST_000305,,,58618,shopping,inst_09536,browsing
54946,2023-03-22 20:39:08,customer,CUST_000483,,,58622,shopping,inst_09538,browsing
54948,2023-03-22 20:48:26,customer,CUST_000483,,,58624,shopping,inst_09538,considering
54950,2023-03-22 21:06:39,customer,CUST_000483,,,58626,shopping,inst_09538,checkout
54954,2023-03-22 20:14:43,customer,CUST_000494,,,58631,shopping,inst_09539,browsing
54956,2023-03-22 20:18:23,customer,CUST_000494,,,58633,shopping,inst_09539,browsing
54959,2023-03-22 20:23:43,customer,CUST_000494,,,58636,shopping,inst_09539,browsing
54965,2023-03-22 16:20:19,customer,CUST_000609,,,58642,shopping,inst_09542,browsing
54970,2023-03-22 14:47:44,customer,CUST_000692,,,58647,shopping,inst_09544,considering
54975,2023-03-22 19:38:45,customer,CUST_000703,,,58652,shopping,inst_09545,considering
54978,2023-03-22 17:17:36,customer,CUST_000742,,,58655,shopping,inst_09547,considering
54980,2023-03-22 17:51:20,customer,CUST_000742,,,58657,shopping,inst_09547,checkout
54982,2023-03-22 17:53:20,customer,CUST_000742,,,58659,shopping,inst_09547,purchased
54984,2023-03-22 21:35:45,customer,CUST_000952,,,58661,shopping,inst_09549,considering
54986,2023-03-22 20:27:17,customer,CUST_000967,,,58663,shopping,inst_09550,considering
54987,2023-03-22 20:32:17,customer,CUST_000967,,,58664,shopping,inst_09550,checkout
54989,2023-03-22 20:36:36,customer,CUST_000967,,,58666,shopping,inst_09550,purchased
54992,2023-03-22 18:34:17,customer,CUST_001114,,,58669,shopping,inst_09552,browsing
54995,2023-03-22 18:37:17,customer,CUST_001114,,,58672,shopping,inst_09552,browsing
54998,2023-03-22 19:01:41,customer,CUST_001114,,,58675,shopping,inst_09552,considering
55002,2023-03-22 17:32:34,customer,CUST_001151,,,58679,shopping,inst_09554,considering
55003,2023-03-22 17:38:17,customer,CUST_001151,,,58680,shopping,inst_09554,checkout
55006,2023-03-22 17:41:57,customer,CUST_001151,,,58684,shopping,inst_09554,purchased
55011,2023-03-22 19:35:06,customer,CUST_001237,,,58689,shopping,inst_09556,browsing
55012,2023-03-22 19:48:36,customer,CUST_001237,,,58690,shopping,inst_09556,considering
55016,2023-03-22 18:41:04,customer,CUST_001275,,,58694,shopping,inst_09558,browsing
55019,2023-03-22 18:44:04,customer,CUST_001275,,,58697,shopping,inst_09558,browsing
55022,2023-03-22 18:47:04,customer,CUST_001275,,,58700,shopping,inst_09558,browsing
55025,2023-03-22 15:41:14,customer,CUST_001343,,,58703,shopping,inst_09559,browsing
55028,2023-03-22 15:44:44,customer,CUST_001343,,,58706,shopping,inst_09559,considering
55030,2023-03-22 15:59:54,customer,CUST_001343,,,58708,shopping,inst_09559,checkout
55033,2023-03-22 16:01:54,customer,CUST_001343,,,58712,shopping,inst_09559,purchased
55038,2023-03-22 12:05:11,customer,CUST_001430,,,58717,shopping,inst_09561,browsing
55041,2023-03-22 12:08:11,customer,CUST_001430,,,58720,shopping,inst_09561,browsing
55044,2023-03-22 09:18:07,customer,CUST_001466,,,58723,shopping,inst_09562,browsing
55046,2023-03-22 09:21:07,customer,CUST_001466,,,58725,shopping,inst_09562,browsing
55048,2023-03-22 09:24:07,customer,CUST_001466,,,58727,shopping,inst_09562,browsing
55049,2023-03-22 10:05:10,customer,CUST_001466,,,58728,shopping,inst_09562,considering
55054,2023-03-22 08:11:12,customer,CUST_001559,,,58733,shopping,inst_09564,browsing
55055,2023-03-22 08:14:12,customer,CUST_001559,,,58734,shopping,inst_09564,browsing
55056,2023-03-22 08:17:12,customer,CUST_001559,,,58735,shopping,inst_09564,considering
55062,2023-03-22 08:08:47,customer,CUST_001714,,,58741,shopping,inst_09567,browsing
55065,2023-03-22 09:52:01,customer,CUST_001739,,,58744,shopping,inst_09568,considering
55069,2023-03-22 09:57:01,customer,CUST_001739,,,58748,shopping,inst_09568,checkout
55071,2023-03-22 09:59:01,customer,CUST_001739,,,58751,shopping,inst_09568,purchased
55073,2023-03-22 11:18:52,customer,CUST_001807,,,58753,shopping,inst_09569,browsing
55075,2023-03-22 11:21:52,customer,CUST_001807,,,58755,shopping,inst_09569,browsing
55078,2023-03-22 11:24:52,customer,CUST_001807,,,58758,shopping,inst_09569,browsing
55081,2023-03-22 11:27:52,customer,CUST_001807,,,58761,shopping,inst_09569,browsing
55084,2023-03-22 18:19:53,customer,CUST_001852,,,58764,shopping,inst_09570,browsing
55087,2023-03-22 18:24:28,customer,CUST_001852,,,58767,shopping,inst_09570,browsing
55090,2023-03-22 18:45:14,customer,CUST_001852,,,58770,shopping,inst_09570,considering
55094,2023-03-22 18:50:14,customer,CUST_001852,,,58774,shopping,inst_09570,checkout
55098,2023-03-22 18:52:14,customer,CUST_001852,,,58779,shopping,inst_09570,purchased
55100,2023-03-22 11:52:14,customer,CUST_002056,,,58781,shopping,inst_09571,browsing
55102,2023-03-22 11:55:37,customer,CUST_002056,,,58783,shopping,inst_09571,browsing
55105,2023-03-22 12:11:46,customer,CUST_002056,,,58786,shopping,inst_09571,considering
55106,2023-03-22 12:30:28,customer,CUST_002056,,,58787,shopping,inst_09571,checkout
55110,2023-03-22 12:32:55,customer,CUST_002056,,,58792,shopping,inst_09571,purchased
55115,2023-03-22 10:40:14,customer,CUST_002326,,,58797,shopping,inst_09574,browsing
55117,2023-03-22 10:43:14,customer,CUST_002326,,,58799,shopping,inst_09574,browsing
55120,2023-03-22 10:47:50,customer,CUST_002326,,,58802,shopping,inst_09574,considering
55124,2023-03-22 09:38:45,customer,CUST_002717,,,58806,shopping,inst_09527,browsing
55126,2023-03-22 09:41:45,customer,CUST_002717,,,58808,shopping,inst_09527,browsing
55131,2023-03-22 19:04:53,customer,CUST_002719,,,58813,shopping,inst_09529,browsing
55134,2023-03-22 19:07:53,customer,CUST_002719,,,58816,shopping,inst_09529,browsing
55137,2023-03-22 19:10:53,customer,CUST_002719,,,58819,shopping,inst_09529,browsing
55140,2023-03-22 18:08:26,customer,CUST_002720,,,58822,shopping,inst_09530,browsing
55142,2023-03-22 18:11:26,customer,CUST_002720,,,58824,shopping,inst_09530,browsing
55143,2023-03-22 18:15:28,customer,CUST_002720,,,58825,shopping,inst_09530,browsing
55145,2023-03-22 18:18:28,customer,CUST_002720,,,58827,shopping,inst_09530,browsing
55147,2023-03-22 18:21:56,customer,CUST_002720,,,58829,shopping,inst_09530,considering
55192,2023-03-23 19:56:46,customer,CUST_000147,,,58878,shopping,inst_09580,browsing
55194,2023-03-23 19:59:46,customer,CUST_000147,,,58880,shopping,inst_09580,considering
55195,2023-03-23 20:04:52,customer,CUST_000147,,,58881,shopping,inst_09580,checkout
55197,2023-03-23 20:06:52,customer,CUST_000147,,,58884,shopping,inst_09580,purchased
55200,2023-03-23 16:15:24,customer,CUST_000148,,,58887,shopping,inst_09581,browsing
55203,2023-03-23 09:26:04,customer,CUST_000285,,,58890,shopping,inst_09582,browsing
55206,2023-03-23 22:16:33,customer,CUST_000338,,,58893,shopping,inst_09583,browsing
55208,2023-03-23 22:19:33,customer,CUST_000338,,,58895,shopping,inst_09583,browsing
55212,2023-03-23 20:40:34,customer,CUST_000609,,,58899,shopping,inst_09586,browsing
55214,2023-03-23 20:43:34,customer,CUST_000609,,,58901,shopping,inst_09586,browsing
55217,2023-03-23 20:46:34,customer,CUST_000609,,,58904,shopping,inst_09586,browsing
55220,2023-03-23 20:50:10,customer,CUST_000609,,,58907,shopping,inst_09586,browsing
55224,2023-03-23 19:29:39,customer,CUST_000729,,,58911,shopping,inst_09587,browsing
55226,2023-03-23 19:33:25,customer,CUST_000729,,,58913,shopping,inst_09587,browsing
55230,2023-03-23 06:27:45,customer,CUST_000813,,,58917,shopping,inst_09588,browsing
55233,2023-03-23 06:30:45,customer,CUST_000813,,,58920,shopping,inst_09588,browsing
55235,2023-03-23 06:33:45,customer,CUST_000813,,,58922,shopping,inst_09588,browsing
55237,2023-03-23 06:36:45,customer,CUST_000813,,,58924,shopping,inst_09588,browsing
55243,2023-03-23 09:48:03,customer,CUST_001114,,,58930,shopping,inst_09591,browsing
55248,2023-03-23 16:50:20,customer,CUST_001130,,,58935,shopping,inst_09592,browsing
55250,2023-03-23 16:53:20,customer,CUST_001130,,,58937,shopping,inst_09592,browsing
55251,2023-03-23 16:56:20,customer,CUST_001130,,,58938,shopping,inst_09592,browsing
55254,2023-03-23 09:42:13,customer,CUST_001222,,,58941,shopping,inst_09593,browsing
55257,2023-03-23 11:36:18,customer,CUST_001258,,,58944,shopping,inst_09594,browsing
55259,2023-03-23 11:39:18,customer,CUST_001258,,,58946,shopping,inst_09594,browsing
55261,2023-03-23 14:30:04,customer,CUST_001290,,,58948,shopping,inst_09595,browsing
55264,2023-03-23 14:33:04,customer,CUST_001290,,,58951,shopping,inst_09595,browsing
55269,2023-03-23 12:01:29,customer,CUST_001553,,,58956,shopping,inst_09597,browsing
55271,2023-03-23 12:07:04,customer,CUST_001553,,,58958,shopping,inst_09597,browsing
55273,2023-03-23 12:10:04,customer,CUST_001553,,,58960,shopping,inst_09597,browsing
55277,2023-03-23 18:24:11,customer,CUST_001573,,,58964,shopping,inst_09599,browsing
55279,2023-03-23 18:42:23,customer,CUST_001573,,,58966,shopping,inst_09599,considering
55281,2023-03-23 18:52:05,customer,CUST_001573,,,58968,shopping,inst_09599,checkout
55283,2023-03-23 18:54:05,customer,CUST_001573,,,58970,shopping,inst_09599,purchased
55286,2023-03-23 16:57:09,customer,CUST_001663,,,58973,shopping,inst_09600,browsing
55294,2023-03-23 18:50:13,customer,CUST_002079,,,58981,shopping,inst_09603,browsing
55296,2023-03-23 10:32:22,customer,CUST_002106,,,58983,shopping,inst_09604,considering
55298,2023-03-23 10:45:37,customer,CUST_002106,,,58985,shopping,inst_09604,checkout
55300,2023-03-23 10:51:00,customer,CUST_002106,,,58987,shopping,inst_09604,purchased
55304,2023-03-23 15:31:09,customer,CUST_002129,,,58991,shopping,inst_09605,browsing
55306,2023-03-23 15:34:09,customer,CUST_002129,,,58993,shopping,inst_09605,browsing
55308,2023-03-23 15:37:09,customer,CUST_002129,,,58995,shopping,inst_09605,browsing
55310,2023-03-23 15:40:09,customer,CUST_002129,,,58997,shopping,inst_09605,browsing
55313,2023-03-23 15:43:09,customer,CUST_002129,,,59000,shopping,inst_09605,browsing
55316,2023-03-23 15:46:09,customer,CUST_002129,,,59003,shopping,inst_09605,browsing
55319,2023-03-23 16:19:58,customer,CUST_002129,,,59006,shopping,inst_09605,considering
55320,2023-03-23 16:30:39,customer,CUST_002129,,,59007,shopping,inst_09605,checkout
55331,2023-03-23 18:38:08,customer,CUST_002184,,,59019,shopping,inst_09606,considering
55333,2023-03-23 15:21:33,customer,CUST_002301,,,59021,shopping,inst_09607,browsing
55335,2023-03-23 15:27:09,customer,CUST_002301,,,59023,shopping,inst_09607,browsing
55338,2023-03-23 15:30:09,customer,CUST_002301,,,59026,shopping,inst_09607,browsing
55344,2023-03-23 21:04:14,customer,CUST_002499,,,59032,shopping,inst_09610,browsing
55348,2023-03-23 12:54:06,customer,CUST_002542,,,59036,shopping,inst_09611,browsing
55350,2023-03-23 12:57:06,customer,CUST_002542,,,59038,shopping,inst_09611,browsing
55353,2023-03-23 13:00:06,customer,CUST_002542,,,59041,shopping,inst_09611,browsing
55354,2023-03-23 13:03:06,customer,CUST_002542,,,59042,shopping,inst_09611,browsing
55359,2023-03-23 11:19:14,customer,CUST_002582,,,59047,shopping,inst_09612,considering
55361,2023-03-23 12:31:50,customer,CUST_002623,,,59049,shopping,inst_09613,considering
55363,2023-03-23 12:53:29,customer,CUST_002623,,,59051,shopping,inst_09613,checkout
55364,2023-03-23 12:55:29,customer,CUST_002623,,,59052,shopping,inst_09613,purchased
55367,2023-03-23 17:26:27,customer,CUST_002721,,,59055,shopping,inst_09575,browsing
55369,2023-03-23 17:29:27,customer,CUST_002721,,,59057,shopping,inst_09575,browsing
55375,2023-03-23 09:17:31,customer,CUST_002723,,,59063,shopping,inst_09577,considering
55379,2023-03-23 10:37:03,customer,CUST_002724,,,59067,shopping,inst_09578,browsing
55427,2023-03-24 20:42:23,customer,CUST_000053,,,59121,shopping,inst_09620,browsing
55430,2023-03-24 20:45:23,customer,CUST_000053,,,59124,shopping,inst_09620,browsing
55432,2023-03-24 20:48:23,customer,CUST_000053,,,59126,shopping,inst_09620,browsing
55439,2023-03-24 19:32:11,customer,CUST_000305,,,59133,shopping,inst_09623,browsing
55441,2023-03-24 19:35:11,customer,CUST_000305,,,59135,shopping,inst_09623,browsing
55443,2023-03-24 19:41:55,customer,CUST_000305,,,59137,shopping,inst_09623,browsing
55447,2023-03-24 09:33:07,customer,CUST_000337,,,59141,shopping,inst_09624,browsing
55454,2023-03-24 10:55:25,customer,CUST_000368,,,59148,shopping,inst_09626,browsing
55455,2023-03-24 10:58:25,customer,CUST_000368,,,59149,shopping,inst_09626,browsing
55458,2023-03-24 11:01:25,customer,CUST_000368,,,59152,shopping,inst_09626,browsing
55461,2023-03-24 14:56:54,customer,CUST_000460,,,59155,shopping,inst_09627,browsing
55464,2023-03-24 15:01:41,customer,CUST_000460,,,59158,shopping,inst_09627,considering
55468,2023-03-24 15:08:09,customer,CUST_000460,,,59162,shopping,inst_09627,checkout
55471,2023-03-24 15:12:01,customer,CUST_000460,,,59166,shopping,inst_09627,purchased
55475,2023-03-24 19:57:39,customer,CUST_000463,,,59170,shopping,inst_09628,browsing
55476,2023-03-24 20:05:37,customer,CUST_000463,,,59171,shopping,inst_09628,browsing
55479,2023-03-24 20:08:37,customer,CUST_000463,,,59174,shopping,inst_09628,browsing
55482,2023-03-24 20:11:37,customer,CUST_000463,,,59177,shopping,inst_09628,browsing
55485,2023-03-24 19:50:54,customer,CUST_000547,,,59180,shopping,inst_09629,considering
55489,2023-03-24 20:09:24,customer,CUST_000547,,,59184,shopping,inst_09629,checkout
55496,2023-03-24 09:24:28,customer,CUST_000703,,,59192,shopping,inst_09631,browsing
55503,2023-03-24 20:09:32,customer,CUST_000952,,,59199,shopping,inst_09633,considering
55507,2023-03-24 13:37:11,customer,CUST_000969,,,59203,shopping,inst_09634,browsing
55509,2023-03-24 22:10:18,customer,CUST_001053,,,59205,shopping,inst_09635,browsing
55513,2023-03-24 09:11:50,customer,CUST_001114,,,59209,shopping,inst_09636,browsing
55518,2023-03-24 21:02:59,customer,CUST_001125,,,59214,shopping,inst_09637,browsing
55525,2023-03-24 09:18:57,customer,CUST_001493,,,59221,shopping,inst_09641,browsing
55527,2023-03-24 09:23:09,customer,CUST_001493,,,59223,shopping,inst_09641,browsing
55530,2023-03-24 15:19:45,customer,CUST_001714,,,59226,shopping,inst_09642,browsing
55533,2023-03-24 15:23:09,customer,CUST_001714,,,59229,shopping,inst_09642,browsing
55537,2023-03-24 19:06:12,customer,CUST_001863,,,59233,shopping,inst_09643,considering
55539,2023-03-24 19:11:12,customer,CUST_001863,,,59235,shopping,inst_09643,checkout
55542,2023-03-24 19:13:12,customer,CUST_001863,,,59239,shopping,inst_09643,purchased
55546,2023-03-24 20:44:01,customer,CUST_001874,,,59243,shopping,inst_09644,browsing
55550,2023-03-24 16:17:08,customer,CUST_002072,,,59247,shopping,inst_09645,browsing
55554,2023-03-24 10:03:28,customer,CUST_002184,,,59251,shopping,inst_09646,browsing
55556,2023-03-24 10:08:50,customer,CUST_002184,,,59253,shopping,inst_09646,browsing
55559,2023-03-24 10:11:50,customer,CUST_002184,,,59256,shopping,inst_09646,browsing
55563,2023-03-24 09:09:34,customer,CUST_002221,,,59260,shopping,inst_09647,browsing
55566,2023-03-24 09:15:08,customer,CUST_002221,,,59263,shopping,inst_09647,browsing
55567,2023-03-24 09:18:08,customer,CUST_002221,,,59264,shopping,inst_09647,browsing
55570,2023-03-24 09:21:08,customer,CUST_002221,,,59267,shopping,inst_09647,browsing
55573,2023-03-24 10:27:31,customer,CUST_002301,,,59270,shopping,inst_09648,considering
55576,2023-03-24 06:52:16,customer,CUST_002315,,,59273,shopping,inst_09649,browsing
55583,2023-03-24 16:01:03,customer,CUST_002334,,,59280,shopping,inst_09651,considering
55587,2023-03-24 09:38:56,customer,CUST_002499,,,59284,shopping,inst_09654,considering
55591,2023-03-24 18:42:59,customer,CUST_002542,,,59288,shopping,inst_09655,browsing
55597,2023-03-24 11:19:20,customer,CUST_002630,,,59294,shopping,inst_09657,browsing
55599,2023-03-24 11:31:14,customer,CUST_002630,,,59296,shopping,inst_09657,considering
55603,2023-03-24 17:01:29,customer,CUST_002725,,,59300,shopping,inst_09614,browsing
55606,2023-03-24 17:04:29,customer,CUST_002725,,,59303,shopping,inst_09614,browsing
55608,2023-03-24 17:07:29,customer,CUST_002725,,,59305,shopping,inst_09614,browsing
55611,2023-03-24 17:18:17,customer,CUST_002725,,,59308,shopping,inst_09614,considering
55613,2023-03-24 17:23:17,customer,CUST_002725,,,59310,shopping,inst_09614,checkout
55619,2023-03-24 17:26:15,customer,CUST_002725,,,59317,shopping,inst_09614,purchased
55622,2023-03-24 17:42:53,customer,CUST_002726,,,59320,shopping,inst_09615,browsing
55625,2023-03-24 17:45:53,customer,CUST_002726,,,59323,shopping,inst_09615,browsing
